"mGene","hGene"
"ENSMUSG00000050097","Psun_G000027679"
"ENSMUSG00000031884","Psun_G000027688"
"ENSMUSG00000023151","Psun_G000027682"
"ENSMUSG00000031886","Psun_G000027684"
"ENSMUSG00000110639","Psun_G000027686"
"ENSMUSG00000062826","Psun_G000027687"
"ENSMUSG00000112112","Psun_G000027685"
"ENSMUSG00000110479","Psun_G000027689"
"ENSMUSG00000091813","Psun_G000027690"
"ENSMUSG00000069922","Psun_G000027691"
"ENSMUSG00000060560","Psun_G000027692"
"ENSMUSG00000031885","Psun_G000027693"
"ENSMUSG00000031889","Psun_G000027696"
"ENSMUSG00000033249","Psun_G000027699"
"ENSMUSG00000014776","Psun_G000027701"
"ENSMUSG00000014859","Psun_G000027707"
"ENSMUSG00000014791","Psun_G000027710"
"ENSMUSG00000069920","Psun_G000027697"
"ENSMUSG00000031887","Psun_G000027698"
"ENSMUSG00000014837","Psun_G000027703"
"ENSMUSG00000043251","Psun_G000027706"
"ENSMUSG00000014856","Psun_G000027714"
"ENSMUSG00000014786","Psun_G000027717"
"ENSMUSG00000014782","Psun_G000027721"
"ENSMUSG00000041679","Psun_G000027711"
"ENSMUSG00000014778","Psun_G000027715"
"ENSMUSG00000051648","Psun_G000027722"
"ENSMUSG00000014846","Psun_G000027725"
"ENSMUSG00000039199","Psun_G000027727"
"ENSMUSG00000031891","Psun_G000027728"
"ENSMUSG00000013160","Psun_G000027729"
"ENSMUSG00000104168","Psun_G000027730"
"ENSMUSG00000005705","Psun_G000027734"
"ENSMUSG00000038604","Psun_G000027733"
"ENSMUSG00000005698","Psun_G000027735"
"ENSMUSG00000050357","Psun_G000027738"
"ENSMUSG00000005699","Psun_G000027743"
"ENSMUSG00000013158","Psun_G000027745"
"ENSMUSG00000038000","Psun_G000027740"
"ENSMUSG00000013150","Psun_G000027746"
"ENSMUSG00000037415","Psun_G000027749"
"ENSMUSG00000031893","Psun_G000027753"
"ENSMUSG00000036442","Psun_G000027755"
"ENSMUSG00000008450","Psun_G000027756"
"ENSMUSG00000036270","Psun_G000027757"
"ENSMUSG00000044287","Psun_G000027759"
"ENSMUSG00000036672","Psun_G000027754"
"ENSMUSG00000048310","Psun_G000027760"
"ENSMUSG00000115768","Psun_G000027768"
"ENSMUSG00000031896","Psun_G000027761"
"ENSMUSG00000031897","Psun_G000027762"
"ENSMUSG00000035237","Psun_G000027763"
"ENSMUSG00000017765","Psun_G000027765"
"ENSMUSG00000031898","Psun_G000027766"
"ENSMUSG00000110457","Psun_G000027767"
"ENSMUSG00000115067","Psun_G000027769"
"ENSMUSG00000045538","Psun_G000027770"
"ENSMUSG00000087436","Psun_G000027764"
"ENSMUSG00000031901","Psun_G000027771"
"ENSMUSG00000031902","Psun_G000027772"
"ENSMUSG00000086390","Psun_G000027775"
"ENSMUSG00000084128","Psun_G000027774"
"ENSMUSG00000033106","Psun_G000027781"
"ENSMUSG00000031903","Psun_G000027776"
"ENSMUSG00000031904","Psun_G000027778"
"ENSMUSG00000060098","Psun_G000027782"
"ENSMUSG00000031906","Psun_G000027786"
"ENSMUSG00000031907","Psun_G000027789"
"ENSMUSG00000061048","Psun_G000027790"
"ENSMUSG00000000303","Psun_G000027791"
"ENSMUSG00000031910","Psun_G000027793"
"ENSMUSG00000041438","Psun_G000027795"
"ENSMUSG00000041308","Psun_G000027797"
"ENSMUSG00000117748","Psun_G000027794"
"ENSMUSG00000031913","Psun_G000027799"
"ENSMUSG00000031917","Psun_G000027802"
"ENSMUSG00000031916","Psun_G000027801"
"ENSMUSG00000031924","Psun_G000027805"
"ENSMUSG00000031921","Psun_G000027804"
"ENSMUSG00000003847","Psun_G000027806"
"ENSMUSG00000021685","Psun_G000027976"
"ENSMUSG00000071497","Psun_G000027167"
"ENSMUSG00000058799","Psun_G000027168"
"ENSMUSG00000020205","Psun_G000027169"
"ENSMUSG00000063334","Psun_G000027171"
"ENSMUSG00000020214","Psun_G000027173"
"ENSMUSG00000074748","Psun_G000027179"
"ENSMUSG00000035681","Psun_G000027178"
"ENSMUSG00000089934","Psun_G000027181"
"ENSMUSG00000020132","Psun_G000027186"
"ENSMUSG00000069520","Psun_G000027188"
"ENSMUSG00000020137","Psun_G000027189"
"ENSMUSG00000034163","Psun_G000027192"
"ENSMUSG00000020140","Psun_G000027194"
"ENSMUSG00000034127","Psun_G000027195"
"ENSMUSG00000020151","Psun_G000027196"
"ENSMUSG00000020154","Psun_G000027198"
"ENSMUSG00000054934","Psun_G000027202"
"ENSMUSG00000020166","Psun_G000027203"
"ENSMUSG00000034057","Psun_G000027204"
"ENSMUSG00000064181","Psun_G000027206"
"ENSMUSG00000085145","Psun_G000027205"
"ENSMUSG00000020169","Psun_G000027208"
"ENSMUSG00000060187","Psun_G000027209"
"ENSMUSG00000020170","Psun_G000027211"
"ENSMUSG00000020171","Psun_G000027213"
"ENSMUSG00000069515","Psun_G000027214"
"ENSMUSG00000021245","Psun_G000000504"
"ENSMUSG00000055531","Psun_G000027217"
"ENSMUSG00000111669","Psun_G000027218"
"ENSMUSG00000020184","Psun_G000027219"
"ENSMUSG00000060181","Psun_G000027220"
"ENSMUSG00000052798","Psun_G000027221"
"ENSMUSG00000052681","Psun_G000027222"
"ENSMUSG00000020212","Psun_G000027224"
"ENSMUSG00000074695","Psun_G000027225"
"ENSMUSG00000028630","Psun_G000027227"
"ENSMUSG00000034813","Psun_G000027231"
"ENSMUSG00000020228","Psun_G000027235"
"ENSMUSG00000020225","Psun_G000027239"
"ENSMUSG00000020224","Psun_G000027240"
"ENSMUSG00000058028","Psun_G000027238"
"ENSMUSG00000048661","Psun_G000027245"
"ENSMUSG00000020218","Psun_G000027246"
"ENSMUSG00000034707","Psun_G000027251"
"ENSMUSG00000052302","Psun_G000027248"
"ENSMUSG00000112014","Psun_G000027249"
"ENSMUSG00000025795","Psun_G000027254"
"ENSMUSG00000047642","Psun_G000027260"
"ENSMUSG00000020115","Psun_G000027257"
"ENSMUSG00000034667","Psun_G000027258"
"ENSMUSG00000053684","Psun_G000027263"
"ENSMUSG00000020121","Psun_G000027267"
"ENSMUSG00000086439","Psun_G000027265"
"ENSMUSG00000034620","Psun_G000027271"
"ENSMUSG00000020123","Psun_G000027274"
"ENSMUSG00000112873","Psun_G000027275"
"ENSMUSG00000034602","Psun_G000027278"
"ENSMUSG00000020124","Psun_G000027279"
"ENSMUSG00000044071","Psun_G000027280"
"ENSMUSG00000021322","Psun_G000027281"
"ENSMUSG00000020105","Psun_G000027283"
"ENSMUSG00000078429","Psun_G000027287"
"ENSMUSG00000025432","Psun_G000027288"
"ENSMUSG00000040521","Psun_G000027290"
"ENSMUSG00000006732","Psun_G000027293"
"ENSMUSG00000006724","Psun_G000027294"
"ENSMUSG00000006728","Psun_G000027296"
"ENSMUSG00000025422","Psun_G000027299"
"ENSMUSG00000080115","Psun_G000027292"
"ENSMUSG00000040502","Psun_G000027295"
"ENSMUSG00000006736","Psun_G000027297"
"ENSMUSG00000040462","Psun_G000027301"
"ENSMUSG00000006731","Psun_G000027303"
"ENSMUSG00000040441","Psun_G000027304"
"ENSMUSG00000019467","Psun_G000027306"
"ENSMUSG00000025409","Psun_G000027312"
"ENSMUSG00000025417","Psun_G000027307"
"ENSMUSG00000025408","Psun_G000027313"
"ENSMUSG00000025407","Psun_G000027316"
"ENSMUSG00000025405","Psun_G000027319"
"ENSMUSG00000047492","Psun_G000027318"
"ENSMUSG00000025404","Psun_G000027320"
"ENSMUSG00000040287","Psun_G000027321"
"ENSMUSG00000025403","Psun_G000027322"
"ENSMUSG00000040258","Psun_G000027323"
"ENSMUSG00000040249","Psun_G000027327"
"ENSMUSG00000040195","Psun_G000027332"
"ENSMUSG00000025401","Psun_G000027333"
"ENSMUSG00000044617","Psun_G000027334"
"ENSMUSG00000025402","Psun_G000027329"
"ENSMUSG00000058396","Psun_G000027335"
"ENSMUSG00000099009","Psun_G000027336"
"ENSMUSG00000040127","Psun_G000027338"
"ENSMUSG00000025395","Psun_G000027340"
"ENSMUSG00000061315","Psun_G000027341"
"ENSMUSG00000071072","Psun_G000027342"
"ENSMUSG00000025393","Psun_G000027343"
"ENSMUSG00000025396","Psun_G000027339"
"ENSMUSG00000040054","Psun_G000027344"
"ENSMUSG00000044005","Psun_G000027350"
"ENSMUSG00000051346","Psun_G000027351"
"ENSMUSG00000025389","Psun_G000027353"
"ENSMUSG00000039994","Psun_G000027355"
"ENSMUSG00000040033","Psun_G000027357"
"ENSMUSG00000005682","Psun_G000027360"
"ENSMUSG00000005683","Psun_G000027361"
"ENSMUSG00000025383","Psun_G000027359"
"ENSMUSG00000039914","Psun_G000027362"
"ENSMUSG00000014498","Psun_G000027363"
"ENSMUSG00000025369","Psun_G000027370"
"ENSMUSG00000039878","Psun_G000027365"
"ENSMUSG00000025374","Psun_G000027366"
"ENSMUSG00000090761","Psun_G000027364"
"ENSMUSG00000039824","Psun_G000027373"
"ENSMUSG00000025366","Psun_G000027374"
"ENSMUSG00000039810","Psun_G000027375"
"ENSMUSG00000093674","Psun_G000027376"
"ENSMUSG00000025364","Psun_G000027377"
"ENSMUSG00000018166","Psun_G000027378"
"ENSMUSG00000025359","Psun_G000027385"
"ENSMUSG00000025362","Psun_G000027379"
"ENSMUSG00000049858","Psun_G000027382"
"ENSMUSG00000000711","Psun_G000027383"
"ENSMUSG00000025358","Psun_G000027384"
"ENSMUSG00000025357","Psun_G000027387"
"ENSMUSG00000064030","Psun_G000027388"
"ENSMUSG00000025355","Psun_G000027389"
"ENSMUSG00000025354","Psun_G000027391"
"ENSMUSG00000047090","Psun_G000027390"
"ENSMUSG00000078427","Psun_G000027393"
"ENSMUSG00000025352","Psun_G000027398"
"ENSMUSG00000025351","Psun_G000027399"
"ENSMUSG00000025348","Psun_G000027403"
"ENSMUSG00000025350","Psun_G000027400"
"ENSMUSG00000090247","Psun_G000027401"
"ENSMUSG00000025347","Psun_G000027404"
"ENSMUSG00000042801","Psun_G000027405"
"ENSMUSG00000034833","Psun_G000027409"
"ENSMUSG00000048015","Psun_G000027408"
"ENSMUSG00000050198","Psun_G000027406"
"ENSMUSG00000061367","Psun_G000027407"
"ENSMUSG00000090273","Psun_G000027879"
"ENSMUSG00000073716","Psun_G000027909"
"ENSMUSG00000084842","Psun_G000027883"
"ENSMUSG00000107123","Psun_G000027850"
"ENSMUSG00000002799","Psun_G000000001"
"ENSMUSG00000047832","Psun_G000000007"
"ENSMUSG00000072812","Psun_G000000009"
"ENSMUSG00000072825","Psun_G000000013"
"ENSMUSG00000037594","Psun_G000000008"
"ENSMUSG00000037638","Psun_G000000016"
"ENSMUSG00000064326","Psun_G000000017"
"ENSMUSG00000011148","Psun_G000000018"
"ENSMUSG00000037679","Psun_G000000021"
"ENSMUSG00000054013","Psun_G000000025"
"ENSMUSG00000043122","Psun_G000000022"
"ENSMUSG00000113189","Psun_G000000026"
"ENSMUSG00000021294","Psun_G000000030"
"ENSMUSG00000037686","Psun_G000000036"
"ENSMUSG00000091402","Psun_G000000039"
"ENSMUSG00000021290","Psun_G000000040"
"ENSMUSG00000054003","Psun_G000000038"
"ENSMUSG00000021285","Psun_G000000041"
"ENSMUSG00000021286","Psun_G000000043"
"ENSMUSG00000021287","Psun_G000000045"
"ENSMUSG00000049792","Psun_G000000050"
"ENSMUSG00000021288","Psun_G000000046"
"ENSMUSG00000037787","Psun_G000000049"
"ENSMUSG00000001270","Psun_G000000053"
"ENSMUSG00000060950","Psun_G000000051"
"ENSMUSG00000010529","Psun_G000000060"
"ENSMUSG00000021280","Psun_G000000063"
"ENSMUSG00000021279","Psun_G000000066"
"ENSMUSG00000021281","Psun_G000000061"
"ENSMUSG00000024384","Psun_G000003617"
"ENSMUSG00000021278","Psun_G000000067"
"ENSMUSG00000111966","Psun_G000000070"
"ENSMUSG00000021277","Psun_G000000069"
"ENSMUSG00000037904","Psun_G000000074"
"ENSMUSG00000021275","Psun_G000000076"
"ENSMUSG00000037896","Psun_G000000072"
"ENSMUSG00000056458","Psun_G000000084"
"ENSMUSG00000037957","Psun_G000000085"
"ENSMUSG00000021276","Psun_G000000078"
"ENSMUSG00000073408","Psun_G000001387"
"ENSMUSG00000075707","Psun_G000000098"
"ENSMUSG00000017843","Psun_G000000094"
"ENSMUSG00000097451","Psun_G000000101"
"ENSMUSG00000040856","Psun_G000000105"
"ENSMUSG00000040867","Psun_G000000106"
"ENSMUSG00000021270","Psun_G000000090"
"ENSMUSG00000018707","Psun_G000000093"
"ENSMUSG00000021263","Psun_G000000115"
"ENSMUSG00000021268","Psun_G000000102"
"ENSMUSG00000021266","Psun_G000000110"
"ENSMUSG00000021265","Psun_G000000113"
"ENSMUSG00000040877","Psun_G000000108"
"ENSMUSG00000048856","Psun_G000000112"
"ENSMUSG00000021264","Psun_G000000114"
"ENSMUSG00000021262","Psun_G000000118"
"ENSMUSG00000084883","Psun_G000000124"
"ENSMUSG00000021259","Psun_G000000121"
"ENSMUSG00000021260","Psun_G000000122"
"ENSMUSG00000058070","Psun_G000000120"
"ENSMUSG00000056770","Psun_G000000127"
"ENSMUSG00000021258","Psun_G000000126"
"ENSMUSG00000048251","Psun_G000000131"
"ENSMUSG00000112857","Psun_G000000139"
"ENSMUSG00000021115","Psun_G000000142"
"ENSMUSG00000094910","Psun_G000000154"
"ENSMUSG00000097929","Psun_G000000155"
"ENSMUSG00000113722","Psun_G000000160"
"ENSMUSG00000021102","Psun_G000000159"
"ENSMUSG00000044715","Psun_G000000146"
"ENSMUSG00000041341","Psun_G000000148"
"ENSMUSG00000041347","Psun_G000000151"
"ENSMUSG00000021070","Psun_G000000152"
"ENSMUSG00000054150","Psun_G000000161"
"ENSMUSG00000021111","Psun_G000000143"
"ENSMUSG00000021101","Psun_G000000162"
"ENSMUSG00000021095","Psun_G000000168"
"ENSMUSG00000021091","Psun_G000000169"
"ENSMUSG00000066361","Psun_G000000170"
"ENSMUSG00000041567","Psun_G000000174"
"ENSMUSG00000041550","Psun_G000000172"
"ENSMUSG00000092075","Psun_G000000173"
"ENSMUSG00000058260","Psun_G000000175"
"ENSMUSG00000093753","Psun_G000000177"
"ENSMUSG00000031554","Psun_G000000178"
"ENSMUSG00000071178","Psun_G000000179"
"ENSMUSG00000091902","Psun_G000000180"
"ENSMUSG00000071179","Psun_G000000183"
"ENSMUSG00000060807","Psun_G000000184"
"ENSMUSG00000061947","Psun_G000000185"
"ENSMUSG00000064215","Psun_G000000189"
"ENSMUSG00000079017","Psun_G000000188"
"ENSMUSG00000041645","Psun_G000000191"
"ENSMUSG00000021203","Psun_G000000193"
"ENSMUSG00000021209","Psun_G000000186"
"ENSMUSG00000041669","Psun_G000000198"
"ENSMUSG00000021097","Psun_G000000163"
"ENSMUSG00000041415","Psun_G000000166"
"ENSMUSG00000090185","Psun_G000000195"
"ENSMUSG00000096753","Psun_G000000197"
"ENSMUSG00000021200","Psun_G000000196"
"ENSMUSG00000021198","Psun_G000000202"
"ENSMUSG00000057963","Psun_G000000214"
"ENSMUSG00000021194","Psun_G000000215"
"ENSMUSG00000041702","Psun_G000000205"
"ENSMUSG00000041716","Psun_G000000211"
"ENSMUSG00000041712","Psun_G000000208"
"ENSMUSG00000044456","Psun_G000000221"
"ENSMUSG00000041771","Psun_G000000225"
"ENSMUSG00000021192","Psun_G000000217"
"ENSMUSG00000113902","Psun_G000000227"
"ENSMUSG00000041781","Psun_G000000226"
"ENSMUSG00000021188","Psun_G000000229"
"ENSMUSG00000021186","Psun_G000000232"
"ENSMUSG00000021189","Psun_G000000228"
"ENSMUSG00000021144","Psun_G000000245"
"ENSMUSG00000006356","Psun_G000000250"
"ENSMUSG00000037466","Psun_G000000251"
"ENSMUSG00000049036","Psun_G000000253"
"ENSMUSG00000021143","Psun_G000000243"
"ENSMUSG00000011158","Psun_G000000238"
"ENSMUSG00000076614","Psun_G000000259"
"ENSMUSG00000095079","Psun_G000000255"
"ENSMUSG00000087642","Psun_G000000256"
"ENSMUSG00000076612","Psun_G000000258"
"ENSMUSG00000021187","Psun_G000000233"
"ENSMUSG00000024242","Psun_G000000900"
"ENSMUSG00000076617","Psun_G000000263"
"ENSMUSG00000087582","Psun_G000000266"
"ENSMUSG00000096498","Psun_G000000276"
"ENSMUSG00000095571","Psun_G000000281"
"ENSMUSG00000094164","Psun_G000000275"
"ENSMUSG00000096824","Psun_G000000286"
"ENSMUSG00000096638","Psun_G000000285"
"ENSMUSG00000095565","Psun_G000000300"
"ENSMUSG00000096452","Psun_G000000337"
"ENSMUSG00000095210","Psun_G000000282"
"ENSMUSG00000095429","Psun_G000000331"
"ENSMUSG00000076680","Psun_G000000333"
"ENSMUSG00000093896","Psun_G000000336"
"ENSMUSG00000102364","Psun_G000000344"
"ENSMUSG00000095200","Psun_G000000345"
"ENSMUSG00000042063","Psun_G000000353"
"ENSMUSG00000042050","Psun_G000000355"
"ENSMUSG00000021171","Psun_G000000356"
"ENSMUSG00000099907","Psun_G000000360"
"ENSMUSG00000041992","Psun_G000000364"
"ENSMUSG00000042029","Psun_G000000357"
"ENSMUSG00000018581","Psun_G000000369"
"ENSMUSG00000025323","Psun_G000000379"
"ENSMUSG00000041886","Psun_G000000383"
"ENSMUSG00000072791","Psun_G000000381"
"ENSMUSG00000025321","Psun_G000000382"
"ENSMUSG00000096074","Psun_G000000310"
"ENSMUSG00000095700","Psun_G000000303"
"ENSMUSG00000095589","Psun_G000000341"
"ENSMUSG00000094088","Psun_G000000339"
"ENSMUSG00000094940","Psun_G000000312"
"ENSMUSG00000116799","Psun_G000000318"
"ENSMUSG00000102601","Psun_G000000320"
"ENSMUSG00000105605","Psun_G000000321"
"ENSMUSG00000093894","Psun_G000000330"
"ENSMUSG00000076677","Psun_G000000343"
"ENSMUSG00000076731","Psun_G000000348"
"ENSMUSG00000076676","Psun_G000000350"
"ENSMUSG00000076674","Psun_G000000351"
"ENSMUSG00000096407","Psun_G000000323"
"ENSMUSG00000076672","Psun_G000000311"
"ENSMUSG00000047094","Psun_G000000315"
"ENSMUSG00000048004","Psun_G000000384"
"ENSMUSG00000073896","Psun_G000000389"
"ENSMUSG00000003778","Psun_G000003590"
"ENSMUSG00000105540","Psun_G000000390"
"ENSMUSG00000047014","Psun_G000000388"
"ENSMUSG00000021185","Psun_G000000399"
"ENSMUSG00000097121","Psun_G000000392"
"ENSMUSG00000021180","Psun_G000000400"
"ENSMUSG00000033530","Psun_G000000402"
"ENSMUSG00000001175","Psun_G000000403"
"ENSMUSG00000097160","Psun_G000000394"
"ENSMUSG00000021182","Psun_G000000396"
"ENSMUSG00000021177","Psun_G000000407"
"ENSMUSG00000021179","Psun_G000000404"
"ENSMUSG00000021178","Psun_G000000405"
"ENSMUSG00000113268","Psun_G000000406"
"ENSMUSG00000021013","Psun_G000000410"
"ENSMUSG00000114021","Psun_G000000409"
"ENSMUSG00000021007","Psun_G000000415"
"ENSMUSG00000033854","Psun_G000000416"
"ENSMUSG00000112510","Psun_G000000418"
"ENSMUSG00000021886","Psun_G000000420"
"ENSMUSG00000047414","Psun_G000000424"
"ENSMUSG00000051166","Psun_G000000412"
"ENSMUSG00000021009","Psun_G000000414"
"ENSMUSG00000021012","Psun_G000000413"
"ENSMUSG00000020961","Psun_G000000429"
"ENSMUSG00000020962","Psun_G000000431"
"ENSMUSG00000020963","Psun_G000000432"
"ENSMUSG00000097071","Psun_G000000436"
"ENSMUSG00000066392","Psun_G000000439"
"ENSMUSG00000021003","Psun_G000000421"
"ENSMUSG00000021036","Psun_G000000453"
"ENSMUSG00000007682","Psun_G000000438"
"ENSMUSG00000021039","Psun_G000000449"
"ENSMUSG00000079036","Psun_G000000451"
"ENSMUSG00000021044","Psun_G000000447"
"ENSMUSG00000113434","Psun_G000000448"
"ENSMUSG00000024357","Psun_G000003575"
"ENSMUSG00000050671","Psun_G000000454"
"ENSMUSG00000021037","Psun_G000000456"
"ENSMUSG00000021038","Psun_G000000458"
"ENSMUSG00000035506","Psun_G000002569"
"ENSMUSG00000090812","Psun_G000000460"
"ENSMUSG00000034145","Psun_G000000471"
"ENSMUSG00000048483","Psun_G000000472"
"ENSMUSG00000034157","Psun_G000000473"
"ENSMUSG00000034111","Psun_G000000461"
"ENSMUSG00000034126","Psun_G000000465"
"ENSMUSG00000021032","Psun_G000000466"
"ENSMUSG00000021033","Psun_G000000464"
"ENSMUSG00000034168","Psun_G000000474"
"ENSMUSG00000021255","Psun_G000000485"
"ENSMUSG00000021254","Psun_G000000486"
"ENSMUSG00000021253","Psun_G000000489"
"ENSMUSG00000012609","Psun_G000000491"
"ENSMUSG00000034271","Psun_G000000495"
"ENSMUSG00000021250","Psun_G000000496"
"ENSMUSG00000021257","Psun_G000000477"
"ENSMUSG00000059114","Psun_G000000476"
"ENSMUSG00000021256","Psun_G000000482"
"ENSMUSG00000004791","Psun_G000000507"
"ENSMUSG00000004789","Psun_G000000511"
"ENSMUSG00000008822","Psun_G000000503"
"ENSMUSG00000004788","Psun_G000000506"
"ENSMUSG00000021248","Psun_G000000500"
"ENSMUSG00000034290","Psun_G000000501"
"ENSMUSG00000045064","Psun_G000000502"
"ENSMUSG00000042320","Psun_G000000512"
"ENSMUSG00000021244","Psun_G000000513"
"ENSMUSG00000021243","Psun_G000000514"
"ENSMUSG00000071234","Psun_G000000524"
"ENSMUSG00000085793","Psun_G000000528"
"ENSMUSG00000021240","Psun_G000000525"
"ENSMUSG00000021239","Psun_G000000526"
"ENSMUSG00000021241","Psun_G000000522"
"ENSMUSG00000021238","Psun_G000000529"
"ENSMUSG00000021236","Psun_G000000531"
"ENSMUSG00000057265","Psun_G000000530"
"ENSMUSG00000021235","Psun_G000000533"
"ENSMUSG00000021226","Psun_G000000545"
"ENSMUSG00000042523","Psun_G000000540"
"ENSMUSG00000043487","Psun_G000000541"
"ENSMUSG00000042540","Psun_G000000542"
"ENSMUSG00000021228","Psun_G000000543"
"ENSMUSG00000097762","Psun_G000000544"
"ENSMUSG00000090843","Psun_G000000547"
"ENSMUSG00000046791","Psun_G000000548"
"ENSMUSG00000021234","Psun_G000000534"
"ENSMUSG00000042472","Psun_G000000535"
"ENSMUSG00000072946","Psun_G000000536"
"ENSMUSG00000114150","Psun_G000000550"
"ENSMUSG00000021224","Psun_G000000552"
"ENSMUSG00000021223","Psun_G000000554"
"ENSMUSG00000021219","Psun_G000000565"
"ENSMUSG00000102029","Psun_G000000566"
"ENSMUSG00000021221","Psun_G000000562"
"ENSMUSG00000072974","Psun_G000000580"
"ENSMUSG00000079055","Psun_G000000581"
"ENSMUSG00000021136","Psun_G000000583"
"ENSMUSG00000021140","Psun_G000000569"
"ENSMUSG00000042628","Psun_G000000560"
"ENSMUSG00000019969","Psun_G000000557"
"ENSMUSG00000010608","Psun_G000000558"
"ENSMUSG00000021222","Psun_G000000561"
"ENSMUSG00000116641","Psun_G000002219"
"ENSMUSG00000042724","Psun_G000000570"
"ENSMUSG00000042734","Psun_G000000576"
"ENSMUSG00000021127","Psun_G000000599"
"ENSMUSG00000002679","Psun_G000000577"
"ENSMUSG00000091803","Psun_G000000579"
"ENSMUSG00000021134","Psun_G000000585"
"ENSMUSG00000021130","Psun_G000000592"
"ENSMUSG00000032705","Psun_G000000595"
"ENSMUSG00000112765","Psun_G000000600"
"ENSMUSG00000021133","Psun_G000000586"
"ENSMUSG00000049106","Psun_G000000596"
"ENSMUSG00000059436","Psun_G000000622"
"ENSMUSG00000021112","Psun_G000000614"
"ENSMUSG00000021116","Psun_G000000613"
"ENSMUSG00000015143","Psun_G000000598"
"ENSMUSG00000066441","Psun_G000000607"
"ENSMUSG00000033373","Psun_G000000628"
"ENSMUSG00000099418","Psun_G000000618"
"ENSMUSG00000021118","Psun_G000000612"
"ENSMUSG00000021062","Psun_G000000626"
"ENSMUSG00000042808","Psun_G000000627"
"ENSMUSG00000021131","Psun_G000000589"
"ENSMUSG00000066438","Psun_G000000587"
"ENSMUSG00000048833","Psun_G000000588"
"ENSMUSG00000063450","Psun_G000000650"
"ENSMUSG00000060716","Psun_G000000611"
"ENSMUSG00000021057","Psun_G000000637"
"ENSMUSG00000052609","Psun_G000000632"
"ENSMUSG00000052221","Psun_G000000633"
"ENSMUSG00000033454","Psun_G000000635"
"ENSMUSG00000021054","Psun_G000000651"
"ENSMUSG00000021051","Psun_G000000653"
"ENSMUSG00000021108","Psun_G000000664"
"ENSMUSG00000048982","Psun_G000000655"
"ENSMUSG00000021096","Psun_G000000676"
"ENSMUSG00000112989","Psun_G000000677"
"ENSMUSG00000034442","Psun_G000000668"
"ENSMUSG00000034460","Psun_G000000672"
"ENSMUSG00000051367","Psun_G000000673"
"ENSMUSG00000021103","Psun_G000000671"
"ENSMUSG00000044712","Psun_G000000666"
"ENSMUSG00000021099","Psun_G000000674"
"ENSMUSG00000021056","Psun_G000000639"
"ENSMUSG00000021055","Psun_G000000641"
"ENSMUSG00000044548","Psun_G000000693"
"ENSMUSG00000021113","Psun_G000000661"
"ENSMUSG00000114046","Psun_G000000662"
"ENSMUSG00000066440","Psun_G000000603"
"ENSMUSG00000021123","Psun_G000000605"
"ENSMUSG00000021086","Psun_G000000686"
"ENSMUSG00000019718","Psun_G000000688"
"ENSMUSG00000043398","Psun_G000000689"
"ENSMUSG00000005078","Psun_G000000687"
"ENSMUSG00000021072","Psun_G000000705"
"ENSMUSG00000048285","Psun_G000000704"
"ENSMUSG00000082766","Psun_G000000679"
"ENSMUSG00000109482","Psun_G000000680"
"ENSMUSG00000034501","Psun_G000000681"
"ENSMUSG00000021079","Psun_G000000696"
"ENSMUSG00000034574","Psun_G000000692"
"ENSMUSG00000113694","Psun_G000000706"
"ENSMUSG00000021069","Psun_G000000707"
"ENSMUSG00000090121","Psun_G000000709"
"ENSMUSG00000044147","Psun_G000000725"
"ENSMUSG00000021067","Psun_G000000711"
"ENSMUSG00000021066","Psun_G000000712"
"ENSMUSG00000109494","Psun_G000000737"
"ENSMUSG00000060073","Psun_G000000702"
"ENSMUSG00000021076","Psun_G000000703"
"ENSMUSG00000071265","Psun_G000000658"
"ENSMUSG00000044912","Psun_G000000659"
"ENSMUSG00000054894","Psun_G000000718"
"ENSMUSG00000020990","Psun_G000000716"
"ENSMUSG00000020988","Psun_G000000720"
"ENSMUSG00000049882","Psun_G000000724"
"ENSMUSG00000043060","Psun_G000000759"
"ENSMUSG00000108831","Psun_G000000743"
"ENSMUSG00000047534","Psun_G000000748"
"ENSMUSG00000109409","Psun_G000000744"
"ENSMUSG00000062198","Psun_G000000763"
"ENSMUSG00000020974","Psun_G000000730"
"ENSMUSG00000113786","Psun_G000000731"
"ENSMUSG00000113149","Psun_G000000732"
"ENSMUSG00000034892","Psun_G000000734"
"ENSMUSG00000062929","Psun_G000000761"
"ENSMUSG00000035021","Psun_G000000762"
"ENSMUSG00000034601","Psun_G000000694"
"ENSMUSG00000026005","Psun_G000000777"
"ENSMUSG00000021028","Psun_G000000778"
"ENSMUSG00000001496","Psun_G000000779"
"ENSMUSG00000058669","Psun_G000000780"
"ENSMUSG00000089894","Psun_G000000781"
"ENSMUSG00000001497","Psun_G000000784"
"ENSMUSG00000035614","Psun_G000000754"
"ENSMUSG00000020948","Psun_G000000757"
"ENSMUSG00000012076","Psun_G000000775"
"ENSMUSG00000055240","Psun_G000001081"
"ENSMUSG00000020982","Psun_G000000726"
"ENSMUSG00000020978","Psun_G000000727"
"ENSMUSG00000051890","Psun_G000000728"
"ENSMUSG00000021027","Psun_G000000773"
"ENSMUSG00000046782","Psun_G000000789"
"ENSMUSG00000079108","Psun_G000000764"
"ENSMUSG00000021022","Psun_G000000765"
"ENSMUSG00000021023","Psun_G000000767"
"ENSMUSG00000021024","Psun_G000000770"
"ENSMUSG00000021025","Psun_G000000771"
"ENSMUSG00000021068","Psun_G000000710"
