Geneid,Chr,chr,Mouse_ID,Gene_name,Start,End,Length
Psun_G000024046,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000091386,#N/A,20935813,20936157,943
Psun_G000024047,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,20942312,20942315,420
Psun_G000024048,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000026482,Rgl1,20948800,20951543,3487
Psun_G000024049,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000091386,#N/A,20974631,20974849,758
Psun_G000024050,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000091386,#N/A,20985957,20986258,438
Psun_G000024051,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000091386,#N/A,20995749,20995884,459
Psun_G000024052,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076501,Igkv2-137,21017696,21017856,493
Psun_G000024053,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000100969,#N/A,21031781,21032010,525
Psun_G000024054,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076523,#N/A,21079693,21079906,863
Psun_G000024055,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076526,Igkv12-98,21107642,21107737,395
Psun_G000024056,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076543,#N/A,21139848,21139960,474
Psun_G000024057,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076538,Igkv13-84,21156659,21156851,347
Psun_G000024058,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076543,#N/A,21160865,21160937,384
Psun_G000024059,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076526,Igkv12-98,21172546,21172639,417
Psun_G000024060,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000095753,#N/A,21180731,21180886,386
Psun_G000024061,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076538,Igkv13-84,21188508,21188610,888
Psun_G000024062,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,21229661,21229816,371
Psun_G000024063,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076538,Igkv13-84,21235882,21235981,420
Psun_G000024064,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076564,Igkv12-46,21247581,21247658,569
Psun_G000024065,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,21266864,21266958,607
Psun_G000024066,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000095007,Igkv12-41,21276187,21276509,792
Psun_G000024067,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000078967,#N/A,21298096,21298394,1052
Psun_G000024068,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076526,Igkv12-98,21310864,21310958,394
Psun_G000024069,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000105110,#N/A,21321858,21322327,769
Psun_G000024070,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000113343,#N/A,21347549,21348007,953
Psun_G000024071,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000096438,#N/A,21385042,21385361,584
Psun_G000024072,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000069094,Pde7a,21427154,21427461,1056
Psun_G000024073,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000096490,Igkv10-94,21457637,21457741,404
Psun_G000024074,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076564,Igkv12-46,21465290,21465612,526
Psun_G000024075,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000084159,#N/A,21476445,21476717,273
Psun_G000024076,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000081483,#N/A,21477036,21477248,213
Psun_G000024077,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000096490,Igkv10-94,21482506,21482609,436
Psun_G000024078,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076570,Igkv12-38,21487226,21487548,534
Psun_G000024079,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000095633,#N/A,21501596,21501978,1065
Psun_G000024080,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000117761,Gm50428,21529146,21529440,390
Psun_G000024081,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000093861,Igkv1-110,21541844,21542139,415
Psun_G000024082,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000096490,Igkv10-94,21555296,21555369,376
Psun_G000024083,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076526,Igkv12-98,21560358,21560521,300
Psun_G000024084,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000066113,Adamtsl1,21567056,21567369,2613
Psun_G000024085,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000096594,Igkv8-19,21618320,21618735,553
Psun_G000024086,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076583,Igkv8-24,21630669,21630717,3162
Psun_G000024087,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,21686419,21686565,300
Psun_G000024088,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076586,Igkv8-21,21692411,21692809,399
Psun_G000024089,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076577,Igkv8-30,21719549,21719612,2091
Psun_G000024090,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000096594,Igkv8-19,21752815,21753122,532
Psun_G000024091,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000096594,Igkv8-19,21781502,21781550,1671
Psun_G000024092,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000076577,Igkv8-30,21830302,21830492,770
Psun_G000024093,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000094117,Igkv3-12,21859133,21859529,453
Psun_G000024094,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000095335,Igkv3-5,21885777,21885957,957
Psun_G000024095,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000095335,Igkv3-5,21905934,21906001,397
Psun_G000024096,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000105646,#N/A,21937905,21938019,613
Psun_G000024097,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,21983557,21983640,228
Psun_G000024098,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000053604,Rpia,21991461,21991569,393
Psun_G000024099,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000053604,Rpia,22004178,22004723,546
Psun_G000024100,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000040972,Igsf21,22011996,22012326,600
Psun_G000024101,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000031668,Eif2ak3,22079249,22079264,2904
Psun_G000024102,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000031668,Eif2ak3,22115854,22115958,564
Psun_G000024103,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000051896,Tex37,22130564,22131035,597
Psun_G000024104,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000055874,Foxi3,22175404,22177351,4046
Psun_G000024105,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000054474,Thnsl2,22329563,22329685,1979
Psun_G000024106,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000054422,Fabp1,22422862,22423366,884
Psun_G000024107,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000063564,Col23a1,22434104,22434229,366
Psun_G000024108,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000055027,Smyd1,22437102,22437260,819
Psun_G000024109,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000053012,Krcc1,22485457,22485665,1560
Psun_G000024110,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000036565,Ttyh3,22506427,22506520,840
Psun_G000024111,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000031984,2810004N23Rik,22526099,22528061,3048
Psun_G000024112,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,22526708,22527192,664
Psun_G000024113,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000053977,Cd8a,22573940,22574282,957
Psun_G000024114,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000002222,Rmnd5a,22583718,22583936,768
Psun_G000024115,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000002222,Rmnd5a,22587714,22587785,1062
Psun_G000024116,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000052656,Rnf103,22688811,22689023,2337
Psun_G000024117,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000053119,Chmp3,22734161,22735428,3629
Psun_G000024118,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000053470,Kdm3a,22765832,22766648,4847
Psun_G000024119,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000052852,Reep1,22909516,22909588,776
Psun_G000024120,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000052852,Reep1,22943717,22943881,774
Psun_G000024121,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000052852,Reep1,22944673,22944771,3003
Psun_G000024122,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000052962,Mrpl35,22957316,22957673,1049
Psun_G000024123,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000052337,Immt,22968580,22969607,3236
Psun_G000024124,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000063884,Ptcd3,23012810,23013644,2542
Psun_G000024125,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,23043141,23043549,561
Psun_G000024126,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000049553,Polr1a,23043817,23043893,4167
Psun_G000024127,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000049553,Polr1a,23093131,23093238,1023
Psun_G000024128,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,23097117,23097240,288
Psun_G000024129,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000056091,St3gal5,23240347,23240700,1527
Psun_G000024130,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000056091,St3gal5,23250051,23250056,1716
Psun_G000024131,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000086273,#N/A,23353925,23354129,375
Psun_G000024132,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,23394145,23394255,420
Psun_G000024133,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,23402518,23402767,474
Psun_G000024134,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000056370,#N/A,23404417,23404635,791
Psun_G000024135,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000056305,#N/A,23414338,23414495,399
Psun_G000024136,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000056305,#N/A,23415045,23415092,891
Psun_G000024137,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000056305,#N/A,23430874,23431056,426
Psun_G000024138,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000108435,#N/A,23438188,23438259,273
Psun_G000024139,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000108435,#N/A,23439619,23440384,1160
Psun_G000024140,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000045103,Dmd,23442404,23442913,510
Psun_G000024141,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000058706,#N/A,23444009,23444024,507
Psun_G000024142,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000055912,#N/A,23448509,23453399,5243
Psun_G000024143,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000055912,#N/A,23449022,23449086,3060
Psun_G000024144,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000073002,#N/A,23456909,23457436,984
Psun_G000024145,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000073002,#N/A,23459242,23459308,532
Psun_G000024146,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000050732,#N/A,23472204,23472627,3291
Psun_G000024147,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000053907,#N/A,23500585,23500702,10600
Psun_G000024148,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000053907,#N/A,23514989,23519021,6645
Psun_G000024149,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000052631,Sh2d6,23583103,23583219,306
Psun_G000024150,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000069814,Ccdc92b,23584912,23585055,330
Psun_G000024151,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000052631,Sh2d6,23587096,23588310,1698
Psun_G000024152,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000056737,Capg,23611449,23611626,1261
Psun_G000024153,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000056698,Elmod3,23625579,23625868,1801
Psun_G000024154,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000108368,#N/A,23657521,23658226,1794
Psun_G000024155,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000056666,Retsat,23665603,23665711,3683
Psun_G000024156,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000092386,#N/A,23670819,23670938,1368
Psun_G000024157,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000055799,Tcf7l1,23683687,23684360,1134
Psun_G000024158,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000055799,Tcf7l1,23689727,23689814,480
Psun_G000024159,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000055799,Tcf7l1,23828510,23828784,525
Psun_G000024160,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000055239,Kcmf1,23874583,23876974,3138
Psun_G000024161,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000055239,Kcmf1,23893587,23893831,441
Psun_G000024162,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000079523,Tmsb10,23985160,23985470,832
Psun_G000024163,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000052861,Dnah6,24019559,24019693,735
Psun_G000024164,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000052861,Dnah6,24034932,24035206,11022
Psun_G000024165,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000052861,Dnah6,24036097,24036165,351
Psun_G000024166,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000052738,Suclg1,24200057,24200590,1881
Psun_G000024167,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,25243049,25243210,438
Psun_G000024168,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000063063,Ctnna2,26713184,26713441,1578
Psun_G000024169,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,26861251,26861431,297
Psun_G000024170,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000063063,Ctnna2,27334996,27335001,1764
Psun_G000024171,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000037492,Zmat4,27805789,27806033,718
Psun_G000024172,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,27976654,27976975,630
Psun_G000024173,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000071356,#N/A,28054012,28054018,540
Psun_G000024174,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,28059595,28059662,411
Psun_G000024175,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000079516,#N/A,28059885,28060049,486
Psun_G000024176,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000023140,#N/A,28075893,28076032,455
Psun_G000024177,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000030017,Reg3g,28098382,28098649,735
Psun_G000024178,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000052581,Lrrtm4,29141358,29141521,3346
Psun_G000024179,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000107419,#N/A,30558476,30558573,309
Psun_G000024180,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000035125,Gcfc2,30721875,30722247,1203
Psun_G000024181,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000035125,Gcfc2,30739515,30739656,3891
Psun_G000024182,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000030045,Mrpl19,30747177,30747198,1217
Psun_G000024183,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000030043,Tacr1,31202540,31202559,570
Psun_G000024184,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000030042,Pole4,31275736,31275809,591
Psun_G000024185,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000074733,Zfp950,31314529,31314703,393
Psun_G000024186,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,31321047,31321326,375
Psun_G000024187,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,31322098,31322231,294
Psun_G000024188,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000000628,Hk2,31322535,31322679,2693
Psun_G000024189,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000000627,Sema4f,31475777,31475896,348
Psun_G000024190,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000000627,Sema4f,31478583,31479196,2484
Psun_G000024191,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000068335,Dok1,31570397,31571689,1969
Psun_G000024192,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,31573679,31573751,255
Psun_G000024193,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000000693,Loxl3,31575068,31575220,1740
Psun_G000024194,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000068329,Htra2,31586085,31586862,2732
Psun_G000024195,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000068328,Aup1,31589909,31589958,1161
Psun_G000024196,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000009145,Dqx1,31593205,31593210,294
Psun_G000024197,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000009145,Dqx1,31594401,31594507,690
Psun_G000024198,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000009145,Dqx1,31595582,31595683,1421
Psun_G000024199,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000068327,#N/A,31602354,31602570,903
Psun_G000024200,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000069678,Pcgf1,31611459,31611642,1420
Psun_G000024201,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000034968,Lbx2,31619172,31619319,956
Psun_G000024202,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000079511,Gm42688,31630702,31631779,2406
Psun_G000024203,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000030037,Mrpl53,31638149,31638240,966
Psun_G000024204,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000030035,Wbp1,31642904,31643772,5914
Psun_G000024205,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000030036,Mogs,31643544,31647499,4521
Psun_G000024206,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000030034,Ino80b,31649552,31650088,1297
Psun_G000024207,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000030032,Wdr54,31662182,31662252,2583
Psun_G000024208,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000030032,Wdr54,31675806,31676787,2158
Psun_G000024209,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000030030,1700003E16Rik,31680088,31680232,2003
Psun_G000024210,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000031865,Dctn1,31702507,31702798,5238
Psun_G000024211,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000031865,Dctn1,31710678,31710834,1901
Psun_G000024212,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000068323,Slc4a5,31752506,31752982,2042
Psun_G000024213,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000068323,Slc4a5,31780087,31780248,971
Psun_G000024214,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,31797941,31798073,381
Psun_G000024215,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000005667,Mthfd2,31798745,31798908,2013
Psun_G000024216,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000043131,Mob1a,31818892,31819118,864
Psun_G000024217,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000043131,Mob1a,31829422,31832276,3446
Psun_G000024218,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000028730,Cfap57,31839180,31839182,549
Psun_G000024219,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000034832,Tet3,31847880,31855225,8514
Psun_G000024220,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000034832,Tet3,31882981,31883091,738
Psun_G000024221,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000025916,Ppp1r42,31949572,31949742,276
Psun_G000024222,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000014554,Dguok,31953089,31953115,564
Psun_G000024223,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000059430,Actg2,31985643,31985864,1737
Psun_G000024224,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000006906,Stambp,32016683,32016848,1206
Psun_G000024225,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000030002,Dusp11,32053245,32053573,5522
Psun_G000024226,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000057103,Nat8f1,32053248,32053771,1887
Psun_G000024227,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000057103,Nat8f1,32078918,32079717,1986
Psun_G000024228,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000068299,Nat8f4,32100347,32103200,6326
Psun_G000024229,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000068299,Nat8f4,32102839,32103519,1571
Psun_G000024230,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000030004,Nat8,32120012,32120254,1205
Psun_G000024231,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000030004,Nat8,32128434,32128706,1488
Psun_G000024232,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000090098,Alms1-ps2,32152108,32152164,375
Psun_G000024233,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000063810,Alms1,32198841,32198925,6948
Psun_G000024234,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000063810,Alms1,32223796,32225245,1890
Psun_G000024235,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000071341,Egr4,32298706,32299229,2284
Psun_G000024236,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000047013,Fbxo41,32310619,32311025,3249
Psun_G000024237,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,32336086,32336149,378
Psun_G000024238,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000047013,Fbxo41,32336820,32337100,807
Psun_G000024239,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000047013,Fbxo41,32338169,32338303,615
Psun_G000024240,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000030007,Cct7,32339895,32340230,5709
Psun_G000024241,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000033706,Smyd5,32353751,32354431,3434
Psun_G000024242,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000033706,Smyd5,32355953,32359547,4134
Psun_G000024243,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000033706,Smyd5,32364327,32364414,565
Psun_G000024244,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000068302,#N/A,32374242,32374388,744
Psun_G000024245,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000051343,Rab11fip5,32441369,32441460,3468
Psun_G000024246,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000051343,Rab11fip5,32452542,32452631,402
Psun_G000024247,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000033720,Sfxn5,32455862,32455969,2292
Psun_G000024248,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],#N/A,#N/A,32572557,32572677,300
Psun_G000024249,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000033726,Emx1,32573475,32573960,543
Psun_G000024250,ScmyWZ3_2948_HRSCAF_3022,10[Bcmap],ENSMUSG00000033726,Emx1,32574877,32575044,5161
Psun_G000025596,ScmyWZ3_7752_HRSCAF_7914,12[Bcmap],ENSMUSG00000038702,Dsel,455110,455858,1844
Psun_G000025597,ScmyWZ3_7752_HRSCAF_7914,12[Bcmap],ENSMUSG00000036093,Arl5a,611497,613310,3192
Psun_G000025598,ScmyWZ3_7752_HRSCAF_7914,12[Bcmap],ENSMUSG00000026312,#N/A,1771690,1771940,369
